1669333253.920152,0
1669333254.022532,43
1669333254.125121,85
1669333254.229641,100
1669333254.331745,99
1669333254.433923,99
1669333254.536257,100
1669333254.638645,100
1669333254.740982,98
1669333254.843546,100
1669333254.945888,48
1669333255.048155,77
1669333255.150690,69
1669333255.252773,58
1669333255.354950,51
1669333255.457064,51
1669333255.566967,51
1669333255.669242,52
1669333255.771458,52
1669333255.873462,52
1669333255.975481,54
1669333256.077961,59
1669333256.180147,57
1669333256.282529,63
1669333256.385140,72
1669333256.487348,82
1669333256.596123,81
1669333256.698816,60
1669333256.801367,56
1669333256.904156,61
1669333257.007304,65
1669333257.109975,65
1669333257.214051,74
1669333257.330422,83
1669333257.432707,83
1669333257.534850,57
1669333257.637749,57
1669333257.740527,61
1669333257.843385,65
1669333257.945517,71
1669333258.048483,74
1669333258.150807,84
1669333258.253340,84
1669333258.355734,56
1669333258.457968,57
1669333258.560299,56
1669333258.663159,56
1669333258.765544,55
1669333258.868364,56
1669333258.970575,56
1669333259.072753,57
1669333259.174919,57
1669333259.277267,56
1669333259.379449,56
1669333259.481736,57
1669333259.584275,58
1669333259.686548,58
1669333259.788723,57
1669333259.890940,57
1669333259.993179,58
1669333260.095427,58
1669333260.197593,59
1669333260.299632,59
1669333260.402373,59
1669333260.504564,59
1669333260.607107,59
1669333260.709237,59
1669333260.811964,60
1669333260.914381,60
1669333261.017068,61
1669333261.119319,60
1669333261.221594,60
1669333261.323847,62
1669333261.426099,62
1669333261.528314,62
1669333261.631521,62
1669333261.734037,62
1669333261.837245,61
1669333261.939614,63
1669333262.044741,62
1669333262.147503,62
1669333262.250490,63
1669333262.352613,63
1669333262.469534,62
1669333262.571782,63
1669333262.676233,64
1669333262.778488,63
1669333262.880608,63
1669333262.983608,62
1669333263.085792,62
1669333263.187950,64
1669333263.290204,64
1669333263.392488,64
1669333263.495007,64
1669333263.597152,63
1669333263.699610,64
1669333263.801978,65
1669333263.904288,65
1669333264.006523,65
1669333264.108789,64
1669333264.211063,64
1669333264.313529,65
1669333264.415723,67
1669333264.517902,73
1669333264.620138,73
1669333264.722312,76
1669333264.824693,76
1669333264.927104,85
1669333265.029431,87
1669333265.131747,95
1669333265.234290,94
1669333265.336710,68
1669333265.439258,68
1669333265.541685,66
1669333265.644074,67
1669333265.746263,67
1669333265.848568,69
1669333265.950684,69
1669333266.053332,70
1669333266.155843,79
1669333266.258680,80
1669333266.361059,78
1669333266.464332,79
1669333266.566609,90
1669333266.669592,90
1669333266.772230,94
1669333266.875183,93
1669333266.977947,76
1669333267.081975,77
1669333267.184186,69
1669333267.290139,70
1669333267.392509,70
1669333267.496597,71
1669333267.598790,71
1669333267.704187,71
1669333267.806525,73
1669333267.911419,72
1669333268.014097,78
1669333268.117309,82
1669333268.220341,82
1669333268.322934,92
1669333268.425219,91
1669333268.528434,94
1669333268.630719,94
1669333268.733186,80
1669333268.837454,81
1669333268.939923,73
1669333269.042272,72
1669333269.144601,72
1669333269.246889,73
1669333269.349307,73
1669333269.451546,74
1669333269.553693,73
1669333269.656102,75
1669333269.758542,73
1669333269.860617,73
1669333269.962918,74
1669333270.065292,74
1669333270.167402,74
1669333270.269557,74
1669333270.371872,74
1669333270.473879,74
1669333270.576140,75
1669333270.678278,75
1669333270.780652,75
1669333270.883208,75
1669333270.985344,73
1669333271.094895,74
1669333271.197041,75
1669333271.300126,75
1669333271.402553,74
1669333271.505553,75
1669333271.607904,75
1669333271.710559,74
1669333271.814313,76
1669333271.916685,77
1669333272.018923,77
1669333272.123417,76
1669333272.235687,76
1669333272.337954,76
1669333272.440263,77
1669333272.545462,78
1669333272.648182,77
1669333272.751299,78
1669333272.854205,78
1669333272.957178,78
1669333273.062092,77
1669333273.164661,77
